pool_bech32,delegation_count,total_ada,median_ada,mean_ada,max_ada
pool1rkz43352y9kmsvzqn3wp08t6qfz64j6at4gtmn74ge0tv7hqdhf,57,2800.17,2.44,49.13,1502.49
pool1rm8rza3ff0cape54ddjclwwm6a4g5wx604t3y9mdlysdz898f42,1,501.12,501.12,501.12,501.12
pool1rmpv0h0pecysach8tj06vxx9wku2pdm74mk9cunx759v58q0hu2,239,50898395.13,4463.68,212964.00,10675561.56
pool1rp466amdpse0gsmdkteqpqmnm5fl4v0q8juwwq4xagwygwzu8ln,1,507.10,507.10,507.10,507.10
pool1rpdfq9gm9ls0q8tnc2ssnpg5av3hm5ehktul7cfznjvjxyku2k6,5,10387.88,49.80,2077.58,10097.46
pool1rpfj2y4vddj8azwu9977a63s2cjl374pep98l6dhuqh5u9jctj0,12,48987.14,81.62,4082.26,28993.41
pool1rpjjz68kmmetyxztmrstrwgz8lxf6v0d7vqgw98r5x8rc50jrdf,1472,4626095.94,18.14,3142.73,230232.79
pool1rq4vahleea4yc38cr58klupl6g0w7ca07lc6kyvtcznp6649j5p,2,3.68,1.84,1.84,3.67
pool1rq6c8ntlsh2xl3le0utg4fpxqhag7fdlpzdykcld7dh9gtz8fxt,7,274.42,2.72,39.20,119.95
pool1rq70y0sj8fnjgnuavsjtvk2qm6hjw2r9zfacd46z6z8c7tlgcmx,1,127.05,127.05,127.05,127.05
pool1rqgf6qd0p3wyf9dxf2w7qcddvgg4vu56l35ez2xqemhqun2gn7y,58,1318196.20,1981.80,22727.52,202886.36
pool1rqgmaq82p2l3j2jknc2syky2xtgylevss39c7ffgpp5x56s5pt5,3,17178003.06,5047482.55,5726001.02,12112550.29
pool1rqwhzyfvm8uh6qseqpkkz2uvga0ufr0aaavrw7nynytuxy9uj6c,1,598.61,598.61,598.61,598.61
pool1rryu0ckdfzcrxuef98q78fzw25dh3lck8l0u3lq6zpv7x5a6qyd,1,0.00,0.00,0.00,0.00
pool1rrzlme4g2r49x7tcesdkuk5wqv5ks2dkq3ptapgnclgvkcxy9sc,3,25012.72,3740.58,8337.57,20929.72
pool1rscmngzy9mzyy98kl7h38scshgmk4cw0cs6ed58mq68mw4uustm,2,1062.56,531.28,531.28,1012.45
pool1rsm2ara9zm9tq0gupcq4c7e3v7c8lwxlgjgh2zalgjf3669rlwq,1,100.84,100.84,100.84,100.84
pool1rsrmpq6jnxnwh6z8wlzphnan4huyz6pymcgna2p5m93mz780xkw,1,107.43,107.43,107.43,107.43
pool1rte6kvv4z3f4fuq6np3qsmxh3pujem6rncpg58tuxc04gwmc2xn,10,3772.95,15.18,377.30,3161.86
pool1rthy0xp2syng0cydp85wvz973szmq2ns8u5p4hdedkwlyhry27w,14,6559.27,30.77,468.52,5629.89
pool1rtnk3j8jv0wl0qz2j8xq4h5yeh0uvw3xj738fgl6wc4scxenkgz,10,88125.69,1059.70,8812.57,51685.77
pool1rtnv5vj0glxu9w2mkl9ptev72enx75gjzdkc8urfhavr5reah0c,88,799113.89,468.81,9080.84,504434.59
pool1rtr6nja4hh8j8hkrmevehw7009za3fu2vucv27rl6qdr6xttd09,3,2026.30,507.62,675.43,1518.68
pool1ru5ltcffgwnz6qdmccq9lcfu4zncygacm5fzvwz6tq9zcfwyl0v,2,5021.44,2510.72,2510.72,5017.62
pool1rv3f2ctg35ke7t5azmaha6393skhvnhwedh96e6r703tg00wp77,7,5609.10,0.00,801.30,5265.76
pool1rven0s3l30qawndj2m8v0fwgc8rsthumda72l4wkgwdhx7qgdjw,1,103.07,103.07,103.07,103.07
pool1rvjj8cp3urh7de07pm0ceqha2x4lxws69lhd4429dm6djfjsy4l,2017,27716959.05,28.38,13741.68,2260585.33
pool1rvng7n968748udkc5rxy4h9zp9hms4s3jsfwuues76ft28uc056,3050,60479865.75,64.93,19829.46,3290390.84
pool1rw29y8c5md2rm4ynkrqhpm9saatd0a0xzyyc6xudelgkww5junh,19,10047323.94,97.83,528806.52,2042297.82
pool1rw3sdsrge8wa076403lrxey3zw557v3kpaw0kwaxwg02zjfv82k,1,0.00,0.00,0.00,0.00
pool1rx2745qj65qrgcutmpydv9k3ld930puq52t7skcd3ennqh550zc,14,9278.22,162.31,662.73,4664.62
pool1rxgxstg6t7azlsrk4vuuwp0jgl9e776dg86zqzaa0qt6vz43n9r,7,5822331.56,1786.64,831761.65,5438885.98
pool1ryyfhgm4rqa9pnykxuhxcmy6rdn0uyltufm9t86c6uskwv3aame,1,17.43,17.43,17.43,17.43
pool1rzhyuwfwdzksm9v2ze8playmvdv3u04x9a0tmhg2krx7kt2635t,2,983.78,491.89,491.89,983.78
pool1rzlg6gtquajeyzpn5whh2alqzgdpy5ugha275z2haq79glqze85,1,0.00,0.00,0.00,0.00
pool1rzzz3sy88y05r8vqpejczv6zqntf6ayn3untjkn9kfud6nemcp9,2,5072.33,2536.17,2536.17,5072.33
pool1s04pdfl3sv5gzuc80322rc4ne0xs7gekux7gtckvvwt7qutjy6w,130,17839036.23,21.97,137223.36,13445827.93
pool1s0cfkzheywsftgwp0yz7sq4rt5gyf7t5kfwj5a269kpxvndjn6q,995,23642440.89,101.18,23761.25,5158782.84
pool1s0kkragd8r2xyyms680l9eed443v3eufmarykpjfh2r6cpksm2j,16,722001.61,62.09,45125.10,601798.06
pool1s2qefm0h0449tdwsh7w6gw7mn9n8d3w48zunslxdazlfghtn4wh,2,0.00,0.00,0.00,0.00
pool1s2rj8t2a5tfv0rpsfak77g03h96uv3rqxp62t6jm3dh45g2e2pj,266,1263585.61,14.78,4750.32,454139.22
pool1s3z5qsg75dar26ykyzcz2u8wc2swgq7pyp7f9sdh5n06qh3jhq2,391,6033502.16,12.95,15430.95,2973243.47
pool1s4a3y5ktdg7s08d6mntkctzc739h5n46t930jggef287cwz8pph,1,163.04,163.04,163.04,163.04
pool1s4hxwet8ezjgfjxekeexezzyu2zhg302hpex6f683hvsw8qpd5v,1,2007.82,2007.82,2007.82,2007.82
pool1s4ve6tap62x9khdvhkk9f8fj74ks5txuygsnu7wkujk3jd2c0jh,6,326.47,43.49,54.41,138.66
pool1s54847dyrcpgxjvsjvhjjqjrkz3x6vevy77xaqje5nugxhp6j2g,3,12.15,1.75,4.05,10.40
pool1s6s6eyve0lmc4e0emzf2l68n9ya0rhrpdcq0jmkmmmxv2rkrx42,7,6713.13,17.29,959.02,6619.09
pool1s6se64qce5rjjjhh6ufcdnc54p8qg78mlhjm38lymx99sqysvzx,8492,58025195.42,45.84,6832.92,10001981.60
pool1s6x6kltycpxq82hyqhlqllqj3q5l2m8w499gvtu4xrfv29c0q2q,1955,2831727.47,9.82,1448.45,268454.57
pool1s79cqtwk5s24lcske704ckx7k2pagn8hc95rxvy3xfda6r62pg9,217,112381.86,11.02,517.89,17163.62
pool1s7ddsvuw09dvk7et6t842vhdfcmq893y88y3ev9attn67mruf5m,1865,11990855.45,153.22,6429.41,1800702.13
pool1s7eglqwzl84xgvpr4pptylcgqhkjr4xk8d6y3k22plu3sagms25,78,68363.87,3.69,876.46,54333.24
pool1s7vl4r9vr2etmr2pfhcvxu223e8asaxu96te3urd7gh3c2kl74a,1,133.40,133.40,133.40,133.40
pool1s8347yjgmfguf0ynj69euw7r75w7usdrfheckpcrjrk2yfvnpwq,7,70042840.08,511.07,10006120.01,35009986.19
pool1sa0uepv2uzwd0g8sh5lkjzgwkcxrg3z4m5wyzgfh93pnwupsm8g,2,1293.49,646.75,646.75,1292.87
pool1samrdfdupytre8zuqf5y3sda0kxhp894yvjpnhwwczukwd4mx6y,1,520.08,520.08,520.08,520.08
pool1scnq7w9rxgt2c4lax0y0ch0el2t9pjcyffhhzs2dfgt75u2zcq4,2,24777.93,12388.97,12388.97,24760.31
pool1sdare7xfd6tmak8ghek7kwgpgj6xzu0reppmw4t46rmcs0h6vr2,10,70045706.45,520.05,7004570.65,35008791.69
pool1sdvrd0sxh2mprqc3m9zmvrfccavzpz9r2uancg866hpec7nnt0s,20,1559406.41,1470.18,77970.32,973942.43
pool1sf784g6eje8vzq9f5wu583eurhfq2ee9hzyhl46yezkuqqtmw07,326,1377353.00,54.56,4225.01,213761.72
pool1sffl322qgsrsmkcedzzwk05396dkmj56pcepqvj6px3n2re3qu4,57,904391.76,14.35,15866.52,382142.58
pool1sfjdu0xmz7vdmp6cufxd55gprp95g4p703zzr3upt70dst0fur2,20,1519935.17,29.05,75996.76,1008709.73
pool1sfuspqv9gyqn65vwu6e27dp6ju7gmqmgsnasqp6zxp6qqlzlpfe,51,475140.90,211.58,9316.49,180621.13
pool1sghd7rmq0ktp6xd8yp84m00530hhqxx94lsnswmajt2xxrzpyjk,11,68383.32,169.81,6216.67,64640.68
pool1sghwg652uwe7ksmk5laxxft58j6km6prahvnddk3s6zgxek5qen,37,317881.40,178.26,8591.39,78372.87
pool1sj3gnahsms73uxxu43rgwczdw596en7dtsfcqf6297vzgcedquv,22,285342.83,206.40,12970.13,108690.67
pool1sjnh0ymk9fhhnusm7uksux5yhpfyhjfmseq5nuupsj6ezskc0pj,1,35728539.20,35728539.20,35728539.20,35728539.20
pool1sjrfgg0z0su3gun5xdsj5kvl34m5el3zf6mkaffukg9ucc0q4zc,2,384.92,192.46,192.46,384.92
pool1sjwdmeme5zs042jzwmdvxshhv27kepxke0mr02f2yzacsyd4wtu,5656,44584889.42,49.48,7882.76,3790110.34
pool1sk4s9cmjc9s5uw5zju76tnu3hjc7qj4geaeq7psy9yjay4a9nwd,2,103.16,51.58,51.58,100.99
pool1sk64cyef3v2m000eshsdz6ydu3j7rczuyv93dl76euyev7pslxg,2,2687.08,1343.54,1343.54,2636.38
pool1sk6jvl4u8m4peddwqxzslgt82n57qy0rug2j0jfzkrjvy9f5mw6,1,356.83,356.83,356.83,356.83
pool1sks9qwpygf9vmgeuh4n4a3s36k35c3qnz7pd4qqvw5825x62y3y,37,504574.00,4.88,13637.14,100411.99
pool1sktjey6tdtgp6svf0d2nth7ruq3zjnhgg2dckpkveyeqk0jttgj,44,11612.11,7.30,263.91,7264.12
pool1sktpderrlmwnw8l769aqqfmmv2sn2uatp4r9z84htt6kg7jauyn,3,3653.16,1443.81,1217.72,2209.34
pool1skykl3rncme7qzwy0t55wk258h4e4s9dyacrm3hnsya3u3k5vkw,18,35318.92,184.49,1962.16,21850.73
pool1slwxj0t3575lx0rfw2x3z7dqf26jpls566pdwydvlk0jgw96lre,35,18405443.62,4.82,525869.82,18066274.40
pool1sm2kmdn4f9rat3kl67y9drqcnnqc34zg4f4ufmnrfaj45gcv89d,57,1532199.17,169.41,26880.69,527924.17
pool1smfwu5w54mnxea6dg7gwmkk6df8jauuf4h2x0cqew3dk2lgln2t,410,316435.63,21.02,771.79,58783.06
pool1smy2r8jdvgna5ykhe8rrch7h4qalyfafyzyh0rmanmq0jxptww7,211,23455926.13,1008.74,111165.53,9458994.78
pool1snauzgh8r7tww3emfmdt58dt4hpvyjc23j0nj3h0ql2wwzgdkp9,2,218.06,109.03,109.03,218.06
pool1snvcmtdnssf6t8fhs7943uxmmujlt4f89yv58cp7m99cq5tw9hy,15,2870.03,0.00,191.34,2412.83
pool1snyaulmp94axe7ltmqzlkztqn9axt5ykprjtxh3qgn35cred9pf,4,1001.68,59.91,250.42,881.85
pool1spakm5z76m4jvu3zn43yyw7659gj3zv5vtkgsvswdwm8q56zj5z,3,1033.07,13.16,344.36,1008.05
pool1spqkpaezku3knl9ug7txrlyzr8kkvdr0h75yyz262cx6gls6zlm,1,17.12,17.12,17.12,17.12
pool1spus7k8cy5qcs82xhw60dwwk2d4vrfs0m5vr2zst04gtq700gjn,112,10428556.26,935.56,93112.11,1672927.17
pool1sqpksswmxpgk6yxllyq9ad4qhtnt5qyz2pv5xmz6kkt5ujrgqwf,19,89074.37,128.37,4688.12,44402.53
pool1sqxvayj9w80g42w7chla9x56atj75jwxvkrkrtkcvcyjcak9wx2,1,0.00,0.00,0.00,0.00
pool1sr82s7yvwwsy6q0geveawrglt8ss39jhsfz7d0p4a5y6kk30mdd,1,0.00,0.00,0.00,0.00
pool1sr953s548fudyhmfm082xp0mensv2gxzt4qpe466ykw0z3jjzvv,347,2979117.70,58.66,8585.35,473049.05
pool1sru6yhj5q0zvfyyuappgrvssxzjumjsd3ekyeslhvwmv6hmmxzn,114,126432.15,13.04,1109.05,22866.85
pool1sskadl6p2w0ttfr60y2ssfzcmrnaty4wt68v5glzd3e5vwkh7z5,2,0.00,0.00,0.00,0.00
pool1ssn7vj756vpv84h5vgkkvv5rzk0zp6pp2kdrqwfjsffu60djyy8,1,197.62,197.62,197.62,197.62
pool1st58tj7nun3vynlhlmfawrn24ar0pshdle733vtkv43szxt2kq0,29,4517.20,26.98,155.77,1585.67
pool1st9xr6arqq8f2hjsdz6urxejjwzpjkjceatnjuehhr9xuq6k4eu,2,645.08,322.54,322.54,627.88
pool1stjukmjtgs7rdvy8ucsc543f9y2ct56ss08zed392php7k0teaq,1,2.44,2.44,2.44,2.44
pool1stvux7an3kp2p55na0p7eec2e7l66gqcpuc7yu9cx5242g4j2eh,17,311173.76,7293.24,18304.34,85602.28
pool1supp67ypelmgzuzqqvarc6czgmg3ggwpnrnfr90xpfcqqf8h05t,661,4074991.62,16.12,6164.89,1057728.32
pool1suuvhhetdpjmenal5j2uyjld26jke57xw2yz7gc4j2s3yhgd7us,4,4.43,0.00,1.11,4.43
pool1suvska2n58hqxqzzqwpw3558072vkmng0jezzgtlsj625yk7gt8,17,597724.28,322.83,35160.25,513336.13
pool1suy76cpk5lkpsmaqpecygl5j9na5du0xe2lrxd733dlwcus9j2n,1,8.62,8.62,8.62,8.62
pool1svszcjg5xaxt5mq7ue2llm26ndt74dslvev04g6kwdmvyf0t657,35,236553.69,208.26,6758.68,104185.46
pool1svv9st22dywp9exwsltt7cdc4v2dyrf4zls00jesv2lzvpz45jh,154,200771.68,50.78,1303.71,23241.98
pool1svzk9ckds6r83nvg2k7w9hszza2haqd9zu7fuyg37e8gg3dylrf,1,97.62,97.62,97.62,97.62
pool1swe9nsv8lzugakjkfv04dn38scmq48wzynmn0lxasupuzmqcgjm,1399,14036467.78,60.65,10033.21,2122394.43
pool1swuyjknhewtqcmh583jjpvlcl0p9h9hrt5l2f3v2hl6gchqrn40,2,49999974.62,24999987.31,24999987.31,49999974.62
pool1swywvk87zmgypz45ura8d5af6aw5nrrgalt96raqm6ze2uqkhk0,2,0.00,0.00,0.00,0.00
pool1sx4e8rvx2xdxgkww2fpjtmvrnaftfrtfge29xcn72hh7kch5snf,35,153769.13,17.12,4393.40,99517.02
pool1sxj5qufj25ssfk83jjxp4tw2py7vfceta63p2u8ymugtga9us8t,25,115904.85,10.06,4636.19,109214.65
pool1sxrkzy0ty37s2qx66cscqwucdqlvemtjl96ep36mqfrnku9lq8t,1,1043.46,1043.46,1043.46,1043.46
pool1sy86l3j2aumxgsvp2nmw4ukuq2tc7drnqum9z8796hxnzksde4j,4,2443.47,152.80,610.87,2134.77
pool1sydxpvsdhkn3rnk7d923fkwxhn9nwwdwcgmuqyh2q5nyunl0mgd,4,18284.46,374.32,4571.12,17508.16
pool1sysgx87cwxnqy0pqn8g97gdhd0dmre9rw3jvpn2k7apuwa7cgkn,2976,61621154.05,1455.80,20706.03,6018423.59
pool1syt2h0690xyjhkr5mntv868xgl82m407e83e4sznaucpkr0lg85,104,425.91,0.00,4.10,321.81
pool1szah3sjg5vhd09pa0y6fcsyja2rttsztdp0gj8jpngqxz9kj0a8,21,2575.21,1.85,122.63,1463.99
pool1szgruqm2dlhkh5qh7rft28xz9gkxj6rzfncsuquf3vm37k63kqv,1,0.00,0.00,0.00,0.00
pool1szy2tdjj8a4av365wk3q2fqg9srllmt0383e6v9p664ng076x9e,425,1181100.92,21.06,2779.06,222277.05
pool1t0jheek3yftf0a9dgzgr2hc2wttwrcjyd5whdrek4ggcc5famre,90,108425.61,19.59,1204.73,30507.07
pool1t2e4v7ajh38qhjswqaavjqfsevyllhda24t2s2u6vhsavyhhqaf,1,105.13,105.13,105.13,105.13
pool1t2mxyjvqsay4yl6vm5gqep5f76nm9wen3452zxa0nu2xugmsm6k,2,10.28,5.14,5.14,7.65
pool1t2zc29vmryg0z72jp3vh04awlxlrqf88jc3zfx7wm8dwjuhgch9,3,530.45,197.81,176.82,332.64
pool1t3xele4dr85qz797gv9n4gdcwtcmsv9wvn9jyavxhpc3qzu50fx,4,0.00,0.00,0.00,0.00
pool1t4q9v8vxf8ltx407cqkwq3sksgmq85e459jqsf34x0cxyfaqljw,2,596.89,298.44,298.44,596.89
pool1t4zp4wlastva63rqk99k7578e2h3znqdk2arhzuegz6kgj0duc8,7,83285.09,5527.43,11897.87,50317.24
pool1t50sl2erwfaey5du4e7gnp52fylplh5q4j24zkkxk9t5vsxfcvm,13,499477.48,32.56,38421.34,487889.87
pool1t5zgwakxfmqxgu7l65fk45u33frlqrvgsvzn7demdy0ejgrhq9a,1,0.00,0.00,0.00,0.00
pool1t6ek99u2dzj8sr606uqm3uz0tt4ejr4cpvwtqfwen6p2z57rrst,95,47138262.26,19.72,496192.23,16758892.67
pool1t6mnkhwj99hm0ckt8fkf85r84le9p95v2a3l874vfn947g5ajmu,1,0.00,0.00,0.00,0.00
pool1t6n7rysk6wzm9wqxda6zxpzmm3j6256fs3mp06dc26n6503hhj4,1390,46451260.13,356.98,33418.17,4139449.78
pool1t6stu46gth7awdlrdmxmjhgrk9rjhez9qfnlhkhfvf0fj4q3h2a,7,20736.19,0.69,2962.31,20720.18
pool1t6tyc9menh5uax38j89jgdyj0maz6e4mgx90n7xkcl7mu8fzqxu,8,30149.93,22.95,3768.74,28675.21
pool1t6xhh2stg5k50sjdzjglp2h0j59vupwv3kur45efvkk7cps5hwq,3,487434.34,162605.19,162478.11,322023.07
pool1t74ckqauwmn9ef5ye0h7c5wsgfd36zx24ue9wvj4vj95cl54aff,24,21444.71,8.31,893.53,12716.62
pool1t847w2hfv33qrra7q33nzq8epvcxv6ydshcq7w7j23c87xv2c2k,1230,3520834.61,58.54,2862.47,462223.86
pool1t8dkgz58qcqlak6nn5l5j4qqwvewwmjx85fxtsykk6w9j2e0ng2,71,334738.57,23.89,4714.63,174687.31
pool1t8gjk7jzvujfv9s8q992e6s7tp8na0q3j62g7s4ppzfmccus4jk,408,2909411.39,29.41,7130.91,799381.52
pool1t8tw057cgksma0f6pawcy7npnwfu0psx64jdr6sqhza55mdvkls,7,1756.18,0.42,250.88,1146.17
pool1t93hrmha847r5gqazttyg29c9fxfv778w3kc5vf4q7vu5g4ec0r,13,141219.06,0.00,10863.00,86147.25
pool1t9ckjy949dk97prfs6any8xdjyq9du6prnplx06n4fcn5jgukhc,4,40459.56,10076.18,10114.89,20305.63
pool1t9m69j5thv2ke9jt9hhsgxlag44z7erp2s2ukcpruwhwqarc9np,53,4049204.88,52.14,76400.09,2067253.45
pool1t9ve93m48au8m4w8x0m2exh55s0tf2jjk5rwj5hsuqegvvgfq4z,1,100.00,100.00,100.00,100.00
pool1taadtauxnhqql7s58fztlmnsxg0680mdaz25yry42q4m5s47z8n,11,58610.82,446.69,5328.26,41657.15
pool1tah22gjtc7ntrdezv49hysegcwpzafea35t6f4hn3wr2y4hz3vz,38,365618.43,166.75,9621.54,150000.00
pool1tamft50mh0vjm346d9lusczc8fxxyh5z6fk2eel38srwvz38d78,4,8106.61,1259.24,2026.65,5588.13
pool1tay8z4sq4a4gmyhnygyt0t5j84z8epwjra06wq28jnnmschkkuu,7,8264.28,122.63,1180.61,4893.66
pool1tc6cy0cqknsm49cvsz0mksajfvlmh3vvcp8ngtmspycgx932w6g,11,1967056.59,1889.95,178823.33,1860101.50
pool1tcctsz9jec45ugkcl8lyk8gz0yss675cnp63gazqalcwsx2dr37,3,1117.43,107.42,372.48,1002.20
pool1tcjzs5lp05ze2af8tk0pk3e3w6ey9ec0jpu9hxvck32mwxj9xwq,4,2213.68,329.57,553.42,1554.55
pool1tcmk6at0dmkytxgq5j4u7fgsx9kytvfu7gz22lrs8hp9ztu7arw,398,2571100.17,21.90,6460.05,1000038.31
pool1tdh56dcqs0sjeq4ehfdamlnzvxkrr5zgsysnhlkphzdzwmw4nvw,73,96681.36,41.05,1324.40,36967.92
pool1tdsrw0n33gmy0mzh7cgtn9p0jy5xwjxaa2s26gn2ewf8kg4nrzx,6571,68131207.38,188.03,10368.47,6254521.15
pool1tdtzmmmak0tkte2j2hr223dfnqpdy85ypd66tddwywpeuknn2pn,66,22067.00,16.51,334.35,5678.27
pool1tdvqgy6mq7lx7d345e276xmgmhh3s4zj8dzu6xzq5m7rx4tzkg2,437,51437201.13,112.93,117705.27,44720724.70
pool1te6e6yc3p46yvdakrpngk49npvfvkcutk0z5qpj5xwx9gswkkpz,4,1078.62,240.38,269.66,596.83
pool1teg62xfrjvgahfukqhgd0q4wrkn7k0ee03tnju3klt63ws48w50,1,1.85,1.85,1.85,1.85
pool1tegyxvyvya2lsqd7w2nna3h63ffdq85l0v8tg44yeak77du8zxd,2,897.05,448.52,448.52,583.65
pool1tem8k8927zvn5jg22g3mxuzhnu62jdnqvn523dduupce24vwlrl,2,135.11,67.55,67.55,135.11
pool1tf73xqv234ye2crduemjpreuu4efrdfmpna3l9dwqy2uycvee9y,8,92073.67,261.44,11509.21,59042.92
pool1tf9e29shjqn9wcgf59fk4yrjqw2gq97wlkdqe92z2ngevhvkllg,3,1166.79,159.51,388.93,1007.28
pool1tfye5tfgd6x2mw5xwe5lr2y6cu9grnpvenj7dc8258xmq8cuc04,2,1203.01,601.50,601.50,1193.57
pool1tgt94w0gmhmg5yw2v366fsl39yh90ktxr8uk2xsx3alsyh0tywg,3,17.99,6.25,6.00,11.74
pool1th6xh9uks6rywerld5aya0gc3yswwrx3yus9zvehyqaky5c6utd,24,190286.43,36.96,7928.60,118064.91
pool1th8afnzy79jerwjg0cqgm3y4xz5pfphtfkggyqw0htz8ssujvf5,2,416.93,208.47,208.47,410.77
pool1tha2grue5rppsx2w93v5tljr5sshn2lz94ud9z3szlltz46s5k2,10,1410.74,1.36,141.07,1381.03
pool1thfkd47x8s84f2vfpxr6v0sfvhrtlwxdv0r7mtjaqvglgpuh9p0,2,154.25,77.12,77.12,146.42
pool1tj3u8pz6732uy2ut3s90e0j880jyu9j0ve9vtu9zj5xzglhdlqy,24,5591607.62,178232.24,232983.65,938166.16
pool1tjaz8a62743k5tzdd8lyd0sgf2lcvtk09jsz9etvas82zdamc2q,1,0.00,0.00,0.00,0.00
pool1tjd4vxjnr99jvlnrh35gmg7xqmphxjyftpdfn3mlv3zw60yw5y4,1,197.62,197.62,197.62,197.62
pool1tjr4zpndkvwkw3du3fvt59f5men6jhuevt7rpx6xw0wcct5kl04,70,977842.37,31.68,13969.18,415535.50
pool1tk3x77en700tk4w47xm8vzr0p490m29q6dknt77pakdyc4qmw65,1,0.00,0.00,0.00,0.00
pool1tkexntwvhg0fqs2xnm7xg6ljqzjkpk0pl4nxxe3nf48ux8nucqy,117,63044.60,7.77,538.84,19779.52
pool1tkqjk8s3yqqyuspn4c44rjz7vgsu6kfxm4uvt89cejwryetpt6m,3,1691.31,598.19,563.77,995.88
pool1tlgwdlde3v5aq3vlm7pk8l37tydmjjhucsf0g84xwjtwvwfsmhm,7,254.70,34.53,36.39,102.43
pool1tll7ysfwe8cmsh7g336fh2qxf4jsxap5ssmhzrs9jpksg2g86zt,1,87.64,87.64,87.64,87.64
pool1tmt8thfaqeqv499l3s7k5kl64s84nycvnx55ll3ksm9hq50p0ks,1110,31741696.07,35.45,28596.12,6230330.63
pool1tn49xn2jpq62uwff9lt8d25kfzhu3nzjkkytq8pc062n6c7h6tg,1,0.00,0.00,0.00,0.00
pool1tn7rcvc5lln8frln5n9rfd9cg8kcrj4vlm3ycdquyx5s2mlhmtk,4,70023661.91,17506463.09,17505915.48,35010735.50
pool1tngckke7m227384rvehwdm9t47zmhuy6w6t9cgnetc3ujlsnwj6,2,10.00,5.00,5.00,10.00
pool1tnl3yxmj8848vq6meduhz9n5520a7dwsh05r5gfyvlatj87k3jl,36,102660.61,132.25,2851.68,42506.45
pool1tnymyv08dl3k9wyfz040vq626542ztm60wwyu7szwl5l6x9h3vl,50,163982.72,97.99,3279.65,26430.39
pool1tp7fzx8w3lrwwuwff9x7nlqr4r5n0awpq0krwnahvj387n7y22h,25,7187948.90,79412.43,287517.96,1501183.70
pool1tpd9mcw6y5mx05gv9rgfkl6y0vsdswqs8qdexmf8vstkqk0snau,4,1531.21,1.79,382.80,1527.63
pool1tpr44v3pxth9j0ff246dvsryxpanxwx52f024ws3ecvn72sgv55,328,46346716.74,4695.67,141300.97,29727460.72
pool1tpy5yawzpetcverves0h6xdycxgrstehfvrkygydt9jcqxwpw3j,2120,17660688.28,39.67,8330.51,2891082.52
pool1tq03j8aa5myedlr8xj6tltstdsn5eprxq4cd4qr54mhv25unsyk,1,0.00,0.00,0.00,0.00
pool1tqywsutw3wtgcvzrljdacgwmv5kfzm8f0ladml5frkckccd72gg,3,172769.95,7968.41,57589.98,159453.34
pool1tr33ynaapce33pjc5ctvj7fju596gppsmqwna4smx0f2khnetjf,4,5.11,0.00,1.28,5.11
pool1trjvzzska2mnd8xjxvjz0kfart6cfsj232kk6ghrlnc7u2xyqx0,2,328039.05,164019.53,164019.53,209332.01
pool1trvj5seg8u2r5tz2usenfmz9vs8qnf3nc8aft6vr9uqhszdlrx0,1,0.00,0.00,0.00,0.00
pool1trxkcm5vnaj07htsmlfgjpwxmljy70ucs8z2n2qy8mvgxr73qlv,6,6959.45,53.71,1159.91,4655.40
pool1tseacydhjcj6hext49ehs9zc9lea83azc8t7k9rqqqq0w5xhcky,1,0.00,0.00,0.00,0.00
pool1ttxsd0ls8w35mrluxa49v0vslt7a85pfusxxemxrkpasy27tkcx,6,7281.51,561.01,1213.58,3547.67
pool1tuux2sctklrlzsh34w4gquz2wtundky30fvrn0qky5p7qr5n00d,1,5.40,5.40,5.40,5.40
pool1tw2vq5vuxe5x8fse40ljx2mp53rdna9w0sktcq8ndr2nwj4ysgl,5,7493.03,650.71,1498.61,6001.65
pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy,291,2402859.88,67.56,8257.25,496964.16
pool1twu4rn366744tqq9g66ruy3rete6842z7nnm4vy0q5jaqd48867,85,115844.83,10.92,1362.88,28669.88
pool1ty7lh3nvtwxlcpqg2x30fkr3j9ys6nprztr9m4zp3aajxyjk2vz,554,9503678.62,31.06,17154.65,5999131.28
pool1tyfdyg85t50lj69ehgmg90e4xr6y42he6pt8pvmau8v5x46fy67,22,1808.59,7.18,82.21,872.59
pool1u0mc9ywfxl529atxyajuz3pgqnwgnk6w7lejjmjg22ucvn7z9vh,1860,9689547.55,33.79,5209.43,922736.37
pool1u0u2s080a5plun4acn6s70xa3q98ct7skt88l7w6nnwwyl9ecym,91,511261.82,81.63,5618.26,94328.63
pool1u24fm2el64cd906xn9fjg8m8v6nra5zj5mpl0363un2jsyyuyup,1,76.84,76.84,76.84,76.84
pool1u283gl35gdj2l6c5cmg9crugf9aq7w6242pr88v6enr8u9q2vzj,5,4557.49,300.74,911.50,3266.87
pool1u2d3guvld9rk0586lyhk2n8kvkzmem7czwdltgem0mgczqd3ygu,13,56403.10,4.82,4338.70,55994.91
pool1u2fuz3fn5dfphf0cu0sewm4rnera445avenggle9sl4hy7rjzgv,11,61403715.56,24373.04,5582155.96,39438209.88
pool1u2j98kgj8uj7zr7g3deuezfv7hzv3ercnetxd5c9ppjh23x20qg,5,46808.93,3518.20,9361.79,22153.37
pool1u2lghnv4ae3zy73ysjlgvxwj7tuqpmyfavk74j48g0gnqnyc692,75,1437875.94,137.88,19171.68,945816.43
